run_id,experiment_name,model,dataset,task,metric_name,seed,best_epoch,val_metric,test_metric,train_time_seconds,num_parameters,device,git_commit,config_hash,architecture_config_hash,status
2026-05-22_17-09-20__nb_appnp_net__cora__seed-0__24d04ca6,research_2026_05_22_nb_appnp_fast,nb_appnp_net,cora,node_classification,accuracy,0,35,0.6600000262260437,0.659000039100647,2.852723515010439,415239,cuda,46f3954891a4714fd29028c43b70d24bddd37580,24d04ca6,5e36b7fb,completed
2026-05-22_17-09-23__nb_appnp_net__cora__seed-0__bd9d5418,research_2026_05_22_nb_appnp_fast,nb_appnp_net,cora,node_classification,accuracy,0,41,0.5400000214576721,0.5330000519752502,3.227367441984825,415239,cuda,46f3954891a4714fd29028c43b70d24bddd37580,bd9d5418,90ca9d65,completed
2026-05-22_17-09-26__nb_appnp_net__cora__seed-0__802e2e3d,research_2026_05_22_nb_appnp_fast,nb_appnp_net,cora,node_classification,accuracy,0,43,0.6640000343322754,0.6490000486373901,3.141632841026876,415239,cuda,46f3954891a4714fd29028c43b70d24bddd37580,802e2e3d,38c3d853,completed
2026-05-22_17-09-29__nb_appnp_net__cora__seed-0__b1556a48,research_2026_05_22_nb_appnp_fast,nb_appnp_net,cora,node_classification,accuracy,0,2,0.2120000123977661,0.20600001513957977,0.9752068999805488,432007,cuda,46f3954891a4714fd29028c43b70d24bddd37580,b1556a48,bf5d36ea,completed
2026-05-22_17-09-30__nb_appnp_net__cora__seed-0__b5e8386c,research_2026_05_22_nb_appnp_fast,nb_appnp_net,cora,node_classification,accuracy,0,4,0.35600000619888306,0.359000027179718,1.092544302053284,432007,cuda,46f3954891a4714fd29028c43b70d24bddd37580,b5e8386c,bbb0aedc,completed
2026-05-22_17-09-32__nb_appnp_net__cora__seed-0__fbc7b5f0,research_2026_05_22_nb_appnp_fast,nb_appnp_net,cora,node_classification,accuracy,0,10,0.2160000056028366,0.2160000056028366,1.359183711989317,432007,cuda,46f3954891a4714fd29028c43b70d24bddd37580,fbc7b5f0,ed5e193d,completed
2026-05-22_17-09-33__nb_appnp_net__cora__seed-0__4df6c85a,research_2026_05_22_nb_appnp_fast,nb_appnp_net,cora,node_classification,accuracy,0,2,0.3160000145435333,0.31800001859664917,0.9735725710052066,432007,cuda,46f3954891a4714fd29028c43b70d24bddd37580,4df6c85a,a1ef2434,completed
2026-05-22_17-09-34__nb_appnp_net__pubmed__seed-0__1df2518a,research_2026_05_22_nb_appnp_fast,nb_appnp_net,pubmed,node_classification,accuracy,0,38,0.6820000410079956,0.6960000395774841,11.30207546200836,90307,cuda,46f3954891a4714fd29028c43b70d24bddd37580,1df2518a,99a8bc90,completed
2026-05-22_17-09-46__nb_appnp_net__pubmed__seed-0__fb4e8d7b,research_2026_05_22_nb_appnp_fast,nb_appnp_net,pubmed,node_classification,accuracy,0,28,0.7240000367164612,0.7270000576972961,9.411637045966927,90307,cuda,46f3954891a4714fd29028c43b70d24bddd37580,fb4e8d7b,c0e325eb,completed
2026-05-22_17-09-55__nb_appnp_net__pubmed__seed-0__fd36c902,research_2026_05_22_nb_appnp_fast,nb_appnp_net,pubmed,node_classification,accuracy,0,40,0.6820000410079956,0.7000000476837158,13.617289097979665,90307,cuda,46f3954891a4714fd29028c43b70d24bddd37580,fd36c902,12a7e369,completed
2026-05-22_17-10-09__nb_appnp_net__pubmed__seed-0__6b46936a,research_2026_05_22_nb_appnp_fast,nb_appnp_net,pubmed,node_classification,accuracy,0,33,0.7040000557899475,0.7080000042915344,11.446755074022803,90307,cuda,46f3954891a4714fd29028c43b70d24bddd37580,6b46936a,1bbef3a8,completed
2026-05-22_17-10-21__nb_appnp_net__pubmed__seed-0__a3d1d8ef,research_2026_05_22_nb_appnp_fast,nb_appnp_net,pubmed,node_classification,accuracy,0,3,0.4740000367164612,0.4780000150203705,4.663692614005413,94595,cuda,46f3954891a4714fd29028c43b70d24bddd37580,a3d1d8ef,6d85d81a,completed
2026-05-22_17-10-26__nb_appnp_net__pubmed__seed-0__75a373f2,research_2026_05_22_nb_appnp_fast,nb_appnp_net,pubmed,node_classification,accuracy,0,43,0.6740000247955322,0.6450000405311584,12.977110743988305,94595,cuda,46f3954891a4714fd29028c43b70d24bddd37580,75a373f2,677d1700,completed
2026-05-22_17-10-39__nb_appnp_net__pubmed__seed-0__be3a9832,research_2026_05_22_nb_appnp_fast,nb_appnp_net,pubmed,node_classification,accuracy,0,7,0.3920000195503235,0.40700000524520874,5.672087934042793,94595,cuda,46f3954891a4714fd29028c43b70d24bddd37580,be3a9832,e6345d7f,completed
2026-05-22_17-10-45__nb_appnp_net__pubmed__seed-0__1cb1b540,research_2026_05_22_nb_appnp_fast,nb_appnp_net,pubmed,node_classification,accuracy,0,31,0.6440000534057617,0.5940000414848328,10.5557999680168,94595,cuda,46f3954891a4714fd29028c43b70d24bddd37580,1cb1b540,a6080f96,completed
2026-05-22_17-10-56__nb_appnp_net__pubmed__seed-0__0f7222bf,research_2026_05_22_nb_appnp_fast,nb_appnp_net,pubmed,node_classification,accuracy,0,33,0.6520000100135803,0.6080000400543213,14.322953325987328,295299,cuda,46f3954891a4714fd29028c43b70d24bddd37580,0f7222bf,b3f10b5c,completed
2026-05-22_17-11-10__nb_appnp_net__pubmed__seed-0__707bd9b2,research_2026_05_22_nb_appnp_fast,nb_appnp_net,pubmed,node_classification,accuracy,0,33,0.7200000286102295,0.7190000414848328,14.580897109990474,295299,cuda,46f3954891a4714fd29028c43b70d24bddd37580,707bd9b2,2cc21c50,completed
2026-05-22_17-11-25__nb_appnp_net__pubmed__seed-0__b0b4b72f,research_2026_05_22_nb_appnp_fast,nb_appnp_net,pubmed,node_classification,accuracy,0,36,0.6220000386238098,0.628000020980835,14.961063802998979,295299,cuda,46f3954891a4714fd29028c43b70d24bddd37580,b0b4b72f,2943e1bf,completed
2026-05-22_17-11-40__nb_appnp_net__pubmed__seed-0__cc4b8b79,research_2026_05_22_nb_appnp_fast,nb_appnp_net,pubmed,node_classification,accuracy,0,48,0.7200000286102295,0.7330000400543213,16.51484054600587,295299,cuda,46f3954891a4714fd29028c43b70d24bddd37580,cc4b8b79,52b7657c,completed
2026-05-22_17-11-57__nb_appnp_net__pubmed__seed-0__36eb5ac8,research_2026_05_22_nb_appnp_fast,nb_appnp_net,pubmed,node_classification,accuracy,0,2,0.41600000858306885,0.40700000524520874,4.884316971991211,312067,cuda,46f3954891a4714fd29028c43b70d24bddd37580,36eb5ac8,259c6d12,completed
2026-05-22_17-12-02__nb_appnp_net__pubmed__seed-0__481e2181,research_2026_05_22_nb_appnp_fast,nb_appnp_net,pubmed,node_classification,accuracy,0,12,0.5420000553131104,0.5410000085830688,7.688969305017963,312067,cuda,46f3954891a4714fd29028c43b70d24bddd37580,481e2181,69c98306,completed
2026-05-22_17-12-10__nb_appnp_net__pubmed__seed-0__dec77608,research_2026_05_22_nb_appnp_fast,nb_appnp_net,pubmed,node_classification,accuracy,0,46,0.6680000424385071,0.6710000038146973,14.720586139999796,312067,cuda,46f3954891a4714fd29028c43b70d24bddd37580,dec77608,904a7cda,completed
2026-05-22_17-12-25__nb_appnp_net__pubmed__seed-0__218283bb,research_2026_05_22_nb_appnp_fast,nb_appnp_net,pubmed,node_classification,accuracy,0,14,0.5,0.4650000333786011,8.867907015024684,312067,cuda,46f3954891a4714fd29028c43b70d24bddd37580,218283bb,65bda278,completed
2026-05-22_17-14-53__gated_appnp_net__toy-node__seed-0__680b67fb,manual,gated_appnp_net,toy-node,node_classification,accuracy,0,1,0.5,0.30000001192092896,0.9368948159972206,21763,cuda,46f3954891a4714fd29028c43b70d24bddd37580,680b67fb,8ba2533b,completed
2026-05-22_17-15-02__gated_appnp_net__cora__seed-0__375ab04e,research_2026_05_22_gated_appnp_fast,gated_appnp_net,cora,node_classification,accuracy,0,3,0.2800000011920929,0.2750000059604645,1.2309759000199847,108935,cuda,46f3954891a4714fd29028c43b70d24bddd37580,375ab04e,d7182385,completed
2026-05-22_17-15-04__gated_appnp_net__cora__seed-0__c28608aa,research_2026_05_22_gated_appnp_fast,gated_appnp_net,cora,node_classification,accuracy,0,2,0.3240000009536743,0.2980000078678131,0.24514497199561447,108935,cuda,46f3954891a4714fd29028c43b70d24bddd37580,c28608aa,a366e4cd,completed
2026-05-22_17-15-05__gated_appnp_net__cora__seed-0__2a88ea75,research_2026_05_22_gated_appnp_fast,gated_appnp_net,cora,node_classification,accuracy,0,4,0.35200002789497375,0.34300002455711365,0.3677125939866528,108935,cuda,46f3954891a4714fd29028c43b70d24bddd37580,2a88ea75,2dd8bfba,completed
2026-05-22_17-15-05__gated_appnp_net__cora__seed-0__80ee3ad8,research_2026_05_22_gated_appnp_fast,gated_appnp_net,cora,node_classification,accuracy,0,3,0.3140000104904175,0.30900001525878906,0.33979695598827675,108935,cuda,46f3954891a4714fd29028c43b70d24bddd37580,80ee3ad8,733e2d77,completed
2026-05-22_17-15-06__gated_appnp_net__cora__seed-0__257ceb7f,research_2026_05_22_gated_appnp_fast,gated_appnp_net,cora,node_classification,accuracy,0,3,0.26600000262260437,0.24900001287460327,0.2609804609674029,108935,cuda,46f3954891a4714fd29028c43b70d24bddd37580,257ceb7f,c20c9ee5,completed
2026-05-22_17-15-06__gated_appnp_net__cora__seed-0__284351d3,research_2026_05_22_gated_appnp_fast,gated_appnp_net,cora,node_classification,accuracy,0,4,0.23000000417232513,0.23100000619888306,0.30458102497505024,108935,cuda,46f3954891a4714fd29028c43b70d24bddd37580,284351d3,a8b11681,completed
2026-05-22_17-15-07__gated_appnp_net__cora__seed-0__09363a19,research_2026_05_22_gated_appnp_fast,gated_appnp_net,cora,node_classification,accuracy,0,3,0.22600001096725464,0.2110000103712082,0.3296334220212884,108935,cuda,46f3954891a4714fd29028c43b70d24bddd37580,09363a19,ba90124d,completed
2026-05-22_17-15-07__gated_appnp_net__cora__seed-0__a88658c2,research_2026_05_22_gated_appnp_fast,gated_appnp_net,cora,node_classification,accuracy,0,8,0.19200000166893005,0.1810000091791153,0.3794497750350274,113223,cuda,46f3954891a4714fd29028c43b70d24bddd37580,a88658c2,de51bb36,completed
2026-05-22_17-15-07__gated_appnp_net__cora__seed-0__ceab8f78,research_2026_05_22_gated_appnp_fast,gated_appnp_net,cora,node_classification,accuracy,0,2,0.18400001525878906,0.17100000381469727,0.3144180199597031,108935,cuda,46f3954891a4714fd29028c43b70d24bddd37580,ceab8f78,adc0bcfb,completed
2026-05-22_17-15-08__gated_appnp_net__cora__seed-0__667ea3d0,research_2026_05_22_gated_appnp_fast,gated_appnp_net,cora,node_classification,accuracy,0,12,0.17400000989437103,0.17400000989437103,0.44110233400715515,113223,cuda,46f3954891a4714fd29028c43b70d24bddd37580,667ea3d0,293704ca,completed
2026-05-22_17-15-09__gated_appnp_net__cora__seed-0__bdea0634,research_2026_05_22_gated_appnp_fast,gated_appnp_net,cora,node_classification,accuracy,0,10,0.16200000047683716,0.14900000393390656,0.4844026289647445,113223,cuda,46f3954891a4714fd29028c43b70d24bddd37580,bdea0634,c24e018a,completed
2026-05-22_17-15-09__gated_appnp_net__cora__seed-0__d0846084,research_2026_05_22_gated_appnp_fast,gated_appnp_net,cora,node_classification,accuracy,0,15,0.18400001525878906,0.1860000044107437,0.6173172590206377,113223,cuda,46f3954891a4714fd29028c43b70d24bddd37580,d0846084,71802983,completed
2026-05-22_17-15-10__gated_appnp_net__cora__seed-0__977e6afc,research_2026_05_22_gated_appnp_fast,gated_appnp_net,cora,node_classification,accuracy,0,15,0.33000001311302185,0.3450000286102295,0.48443760501686484,113223,cuda,46f3954891a4714fd29028c43b70d24bddd37580,977e6afc,0434eec3,completed
2026-05-22_17-15-11__gated_appnp_net__cora__seed-0__60aa72ec,research_2026_05_22_gated_appnp_fast,gated_appnp_net,cora,node_classification,accuracy,0,50,0.5980000495910645,0.6150000095367432,1.205135211988818,113223,cuda,46f3954891a4714fd29028c43b70d24bddd37580,60aa72ec,83079921,completed
2026-05-22_17-15-12__gated_appnp_net__cora__seed-0__1fe57e5a,research_2026_05_22_gated_appnp_fast,gated_appnp_net,cora,node_classification,accuracy,0,16,0.3440000116825104,0.36400002241134644,0.6315251290216111,113223,cuda,46f3954891a4714fd29028c43b70d24bddd37580,1fe57e5a,34f8510f,completed
2026-05-22_17-15-13__gated_appnp_net__cora__seed-0__53a925e5,research_2026_05_22_gated_appnp_fast,gated_appnp_net,cora,node_classification,accuracy,0,49,0.5980000495910645,0.5690000057220459,1.3534635120304301,250631,cuda,46f3954891a4714fd29028c43b70d24bddd37580,53a925e5,0f0c73e2,completed
2026-05-22_17-15-13__gated_appnp_net__cora__seed-0__db5c83cb,research_2026_05_22_gated_appnp_fast,gated_appnp_net,cora,node_classification,accuracy,0,12,0.33800002932548523,0.3500000238418579,0.5966507259872742,113223,cuda,46f3954891a4714fd29028c43b70d24bddd37580,db5c83cb,d35332c1,completed
2026-05-22_17-15-15__gated_appnp_net__cora__seed-0__1ea1ef4f,research_2026_05_22_gated_appnp_fast,gated_appnp_net,cora,node_classification,accuracy,0,47,0.6080000400543213,0.5840000510215759,1.4594083570409566,250631,cuda,46f3954891a4714fd29028c43b70d24bddd37580,1ea1ef4f,2f92f6ca,completed
2026-05-22_17-15-16__gated_appnp_net__cora__seed-0__8bf14945,research_2026_05_22_gated_appnp_fast,gated_appnp_net,cora,node_classification,accuracy,0,42,0.6040000319480896,0.5710000395774841,1.7106763449846767,250631,cuda,46f3954891a4714fd29028c43b70d24bddd37580,8bf14945,5510c43b,completed
2026-05-22_17-15-18__gated_appnp_net__cora__seed-0__2ecd8a46,research_2026_05_22_gated_appnp_fast,gated_appnp_net,cora,node_classification,accuracy,0,37,0.6140000224113464,0.5910000205039978,1.3404106160160154,250631,cuda,46f3954891a4714fd29028c43b70d24bddd37580,2ecd8a46,4001176f,completed
2026-05-22_17-15-20__gated_appnp_net__cora__seed-0__6e7b0da3,research_2026_05_22_gated_appnp_fast,gated_appnp_net,cora,node_classification,accuracy,0,26,0.718000054359436,0.6910000443458557,0.8904406760120764,250631,cuda,46f3954891a4714fd29028c43b70d24bddd37580,6e7b0da3,94f4d567,completed
2026-05-22_17-15-21__gated_appnp_net__cora__seed-0__9c96967d,research_2026_05_22_gated_appnp_fast,gated_appnp_net,cora,node_classification,accuracy,0,21,0.6300000548362732,0.6140000224113464,0.7000272989971563,250631,cuda,46f3954891a4714fd29028c43b70d24bddd37580,9c96967d,c7c34304,completed
2026-05-22_17-15-22__gated_appnp_net__cora__seed-0__fb25db9d,research_2026_05_22_gated_appnp_fast,gated_appnp_net,cora,node_classification,accuracy,0,44,0.6540000438690186,0.6440000534057617,1.301699374045711,250631,cuda,46f3954891a4714fd29028c43b70d24bddd37580,fb25db9d,500e71f1,completed
2026-05-22_17-15-23__gated_appnp_net__cora__seed-0__d68d36de,research_2026_05_22_gated_appnp_fast,gated_appnp_net,cora,node_classification,accuracy,0,44,0.6480000019073486,0.6340000033378601,1.3789444380090572,250631,cuda,46f3954891a4714fd29028c43b70d24bddd37580,d68d36de,0f819285,completed
2026-05-22_17-15-25__gated_appnp_net__cora__seed-0__4f080ca0,research_2026_05_22_gated_appnp_fast,gated_appnp_net,cora,node_classification,accuracy,0,9,0.3700000047683716,0.3930000066757202,0.5836928479839116,267399,cuda,46f3954891a4714fd29028c43b70d24bddd37580,4f080ca0,9780e41d,completed
2026-05-22_17-15-25__gated_appnp_net__cora__seed-0__c8d2f234,research_2026_05_22_gated_appnp_fast,gated_appnp_net,cora,node_classification,accuracy,0,4,0.37800002098083496,0.3850000202655792,0.3805133799905889,267399,cuda,46f3954891a4714fd29028c43b70d24bddd37580,c8d2f234,e58ba765,completed
2026-05-22_17-15-26__gated_appnp_net__cora__seed-0__706bd054,research_2026_05_22_gated_appnp_fast,gated_appnp_net,cora,node_classification,accuracy,0,4,0.40400001406669617,0.4050000309944153,0.453907907998655,267399,cuda,46f3954891a4714fd29028c43b70d24bddd37580,706bd054,7db1700b,completed
2026-05-22_17-15-27__gated_appnp_net__cora__seed-0__2be28182,research_2026_05_22_gated_appnp_fast,gated_appnp_net,cora,node_classification,accuracy,0,50,0.5680000185966492,0.6200000047683716,1.1712585409986787,267399,cuda,46f3954891a4714fd29028c43b70d24bddd37580,2be28182,91c19325,completed
2026-05-22_17-15-27__gated_appnp_net__cora__seed-0__5069ab08,research_2026_05_22_gated_appnp_fast,gated_appnp_net,cora,node_classification,accuracy,0,5,0.3660000264644623,0.36900001764297485,0.4495233369525522,267399,cuda,46f3954891a4714fd29028c43b70d24bddd37580,5069ab08,0a114bcc,completed
2026-05-22_17-15-28__gated_appnp_net__cora__seed-0__8e1b3238,research_2026_05_22_gated_appnp_fast,gated_appnp_net,cora,node_classification,accuracy,0,10,0.43800002336502075,0.4180000126361847,0.4255110220401548,267399,cuda,46f3954891a4714fd29028c43b70d24bddd37580,8e1b3238,44acdfbc,completed
2026-05-22_17-15-29__gated_appnp_net__cora__seed-0__84e53507,research_2026_05_22_gated_appnp_fast,gated_appnp_net,cora,node_classification,accuracy,0,12,0.4140000343322754,0.4410000145435333,0.6594175649806857,267399,cuda,46f3954891a4714fd29028c43b70d24bddd37580,84e53507,e3dbbdfe,completed
2026-05-22_17-15-30__gated_appnp_net__cora__seed-0__44abcf41,research_2026_05_22_gated_appnp_fast,gated_appnp_net,cora,node_classification,accuracy,0,25,0.4320000112056732,0.42900002002716064,1.001620659022592,267399,cuda,46f3954891a4714fd29028c43b70d24bddd37580,44abcf41,73c3e9b7,completed
2026-05-22_17-15-31__gated_appnp_net__pubmed__seed-0__77fca939,research_2026_05_22_gated_appnp_fast,gated_appnp_net,pubmed,node_classification,accuracy,0,48,0.6760000586509705,0.6630000472068787,0.8890793659957126,48963,cuda,46f3954891a4714fd29028c43b70d24bddd37580,77fca939,a6f227aa,completed
2026-05-22_17-15-32__gated_appnp_net__pubmed__seed-0__c134d07d,research_2026_05_22_gated_appnp_fast,gated_appnp_net,pubmed,node_classification,accuracy,0,50,0.6660000085830688,0.6520000100135803,0.93242286198074,48963,cuda,46f3954891a4714fd29028c43b70d24bddd37580,c134d07d,2cd73df4,completed
2026-05-22_17-15-33__gated_appnp_net__pubmed__seed-0__89f07383,research_2026_05_22_gated_appnp_fast,gated_appnp_net,pubmed,node_classification,accuracy,0,49,0.6700000166893005,0.659000039100647,1.1943709569750354,48963,cuda,46f3954891a4714fd29028c43b70d24bddd37580,89f07383,8dd5436a,completed
2026-05-22_17-15-35__gated_appnp_net__pubmed__seed-0__cb7516e1,research_2026_05_22_gated_appnp_fast,gated_appnp_net,pubmed,node_classification,accuracy,0,50,0.656000018119812,0.6480000019073486,1.2245475350064225,48963,cuda,46f3954891a4714fd29028c43b70d24bddd37580,cb7516e1,19fb1660,completed
2026-05-22_17-15-36__gated_appnp_net__pubmed__seed-0__86083d4a,research_2026_05_22_gated_appnp_fast,gated_appnp_net,pubmed,node_classification,accuracy,0,31,0.7220000624656677,0.7140000462532043,0.7459094820078462,48963,cuda,46f3954891a4714fd29028c43b70d24bddd37580,86083d4a,4c63c602,completed
2026-05-22_17-15-37__gated_appnp_net__pubmed__seed-0__56339fc2,research_2026_05_22_gated_appnp_fast,gated_appnp_net,pubmed,node_classification,accuracy,0,21,0.6940000057220459,0.6950000524520874,0.6253573709982447,48963,cuda,46f3954891a4714fd29028c43b70d24bddd37580,56339fc2,c999cf7b,completed
2026-05-22_17-15-38__gated_appnp_net__pubmed__seed-0__92306773,research_2026_05_22_gated_appnp_fast,gated_appnp_net,pubmed,node_classification,accuracy,0,26,0.7120000123977661,0.7280000448226929,0.9062299479846843,48963,cuda,46f3954891a4714fd29028c43b70d24bddd37580,92306773,5ce08e71,completed
2026-05-22_17-15-39__gated_appnp_net__pubmed__seed-0__c6d85e25,research_2026_05_22_gated_appnp_fast,gated_appnp_net,pubmed,node_classification,accuracy,0,50,0.706000030040741,0.7120000123977661,1.1437779639963992,48963,cuda,46f3954891a4714fd29028c43b70d24bddd37580,c6d85e25,d91045b4,completed
2026-05-22_17-15-40__gated_appnp_net__pubmed__seed-0__102fc3ce,research_2026_05_22_gated_appnp_fast,gated_appnp_net,pubmed,node_classification,accuracy,0,5,0.5380000472068787,0.5330000519752502,0.3176996340043843,53251,cuda,46f3954891a4714fd29028c43b70d24bddd37580,102fc3ce,64540245,completed
2026-05-22_17-15-41__gated_appnp_net__pubmed__seed-0__2b131fb0,research_2026_05_22_gated_appnp_fast,gated_appnp_net,pubmed,node_classification,accuracy,0,6,0.5520000457763672,0.5690000057220459,0.35511887504253536,53251,cuda,46f3954891a4714fd29028c43b70d24bddd37580,2b131fb0,c7b5a9c7,completed
2026-05-22_17-15-42__gated_appnp_net__pubmed__seed-0__6564c0af,research_2026_05_22_gated_appnp_fast,gated_appnp_net,pubmed,node_classification,accuracy,0,5,0.5020000338554382,0.48500001430511475,0.41552920697722584,53251,cuda,46f3954891a4714fd29028c43b70d24bddd37580,6564c0af,1f0645bd,completed
2026-05-22_17-15-42__gated_appnp_net__pubmed__seed-0__d487083b,research_2026_05_22_gated_appnp_fast,gated_appnp_net,pubmed,node_classification,accuracy,0,7,0.5640000104904175,0.5840000510215759,0.4696367669967003,53251,cuda,46f3954891a4714fd29028c43b70d24bddd37580,d487083b,bac43d87,completed
2026-05-22_17-15-43__gated_appnp_net__pubmed__seed-0__8e67a8d0,research_2026_05_22_gated_appnp_fast,gated_appnp_net,pubmed,node_classification,accuracy,0,16,0.6080000400543213,0.6380000114440918,0.5200812129769474,53251,cuda,46f3954891a4714fd29028c43b70d24bddd37580,8e67a8d0,2935d40b,completed
2026-05-22_17-15-44__gated_appnp_net__pubmed__seed-0__541de7bb,research_2026_05_22_gated_appnp_fast,gated_appnp_net,pubmed,node_classification,accuracy,0,21,0.5980000495910645,0.6150000095367432,0.5908904669922777,53251,cuda,46f3954891a4714fd29028c43b70d24bddd37580,541de7bb,87cb1c0a,completed
2026-05-22_17-15-44__gated_appnp_net__pubmed__seed-0__ffb1b406,research_2026_05_22_gated_appnp_fast,gated_appnp_net,pubmed,node_classification,accuracy,0,50,0.7300000190734863,0.7490000128746033,1.206371680018492,53251,cuda,46f3954891a4714fd29028c43b70d24bddd37580,ffb1b406,f123320d,completed
2026-05-22_17-15-46__gated_appnp_net__pubmed__seed-0__fb3a0b21,research_2026_05_22_gated_appnp_fast,gated_appnp_net,pubmed,node_classification,accuracy,0,21,0.5860000252723694,0.625,0.7675324979936704,53251,cuda,46f3954891a4714fd29028c43b70d24bddd37580,fb3a0b21,431418de,completed
2026-05-22_17-15-47__gated_appnp_net__pubmed__seed-0__361be30b,research_2026_05_22_gated_appnp_fast,gated_appnp_net,pubmed,node_classification,accuracy,0,28,0.7000000476837158,0.7010000348091125,1.141736456018407,130691,cuda,46f3954891a4714fd29028c43b70d24bddd37580,361be30b,3ef0438b,completed
2026-05-22_17-15-49__gated_appnp_net__pubmed__seed-0__b107ded5,research_2026_05_22_gated_appnp_fast,gated_appnp_net,pubmed,node_classification,accuracy,0,50,0.6980000138282776,0.6960000395774841,1.3854953309637494,130691,cuda,46f3954891a4714fd29028c43b70d24bddd37580,b107ded5,7f97e70a,completed
2026-05-22_17-15-50__gated_appnp_net__pubmed__seed-0__5a2f4890,research_2026_05_22_gated_appnp_fast,gated_appnp_net,pubmed,node_classification,accuracy,0,36,0.7100000381469727,0.7100000381469727,1.8795158470165916,130691,cuda,46f3954891a4714fd29028c43b70d24bddd37580,5a2f4890,cb2eff46,completed
2026-05-22_17-15-52__gated_appnp_net__pubmed__seed-0__9a9b25e7,research_2026_05_22_gated_appnp_fast,gated_appnp_net,pubmed,node_classification,accuracy,0,43,0.6920000314712524,0.6930000185966492,1.9636890779947862,130691,cuda,46f3954891a4714fd29028c43b70d24bddd37580,9a9b25e7,ab108f1b,completed
2026-05-22_17-15-54__gated_appnp_net__pubmed__seed-0__a7499823,research_2026_05_22_gated_appnp_fast,gated_appnp_net,pubmed,node_classification,accuracy,0,40,0.7100000381469727,0.7080000042915344,1.2952215570257977,130691,cuda,46f3954891a4714fd29028c43b70d24bddd37580,a7499823,61ff91d3,completed
2026-05-22_17-15-56__gated_appnp_net__pubmed__seed-0__eb4ac3ad,research_2026_05_22_gated_appnp_fast,gated_appnp_net,pubmed,node_classification,accuracy,0,24,0.7140000462532043,0.7160000205039978,1.0058399330009706,130691,cuda,46f3954891a4714fd29028c43b70d24bddd37580,eb4ac3ad,379059e0,completed
2026-05-22_17-15-57__gated_appnp_net__pubmed__seed-0__d0276c48,research_2026_05_22_gated_appnp_fast,gated_appnp_net,pubmed,node_classification,accuracy,0,36,0.7200000286102295,0.7280000448226929,1.7790685700019822,130691,cuda,46f3954891a4714fd29028c43b70d24bddd37580,d0276c48,7f8f7d4f,completed
2026-05-22_17-15-59__gated_appnp_net__pubmed__seed-0__86a9138b,research_2026_05_22_gated_appnp_fast,gated_appnp_net,pubmed,node_classification,accuracy,0,36,0.7200000286102295,0.7240000367164612,1.7915986399748363,130691,cuda,46f3954891a4714fd29028c43b70d24bddd37580,86a9138b,cdc2c476,completed
2026-05-22_17-16-01__gated_appnp_net__pubmed__seed-0__0f3f7e2b,research_2026_05_22_gated_appnp_fast,gated_appnp_net,pubmed,node_classification,accuracy,0,5,0.6060000061988831,0.6160000562667847,0.48837584297871217,147459,cuda,46f3954891a4714fd29028c43b70d24bddd37580,0f3f7e2b,f170913d,completed
2026-05-22_17-16-02__gated_appnp_net__pubmed__seed-0__9a6d570a,research_2026_05_22_gated_appnp_fast,gated_appnp_net,pubmed,node_classification,accuracy,0,7,0.6000000238418579,0.6140000224113464,0.5956912860274315,147459,cuda,46f3954891a4714fd29028c43b70d24bddd37580,9a6d570a,721f1649,completed
2026-05-22_17-16-03__gated_appnp_net__pubmed__seed-0__52ac8ccc,research_2026_05_22_gated_appnp_fast,gated_appnp_net,pubmed,node_classification,accuracy,0,4,0.5860000252723694,0.6060000061988831,0.657971176027786,147459,cuda,46f3954891a4714fd29028c43b70d24bddd37580,52ac8ccc,ffa2ad24,completed
2026-05-22_17-16-04__gated_appnp_net__pubmed__seed-0__95074a0e,research_2026_05_22_gated_appnp_fast,gated_appnp_net,pubmed,node_classification,accuracy,0,17,0.5480000376701355,0.5850000381469727,1.19440154498443,147459,cuda,46f3954891a4714fd29028c43b70d24bddd37580,95074a0e,c9fae924,completed
2026-05-22_17-16-05__gated_appnp_net__pubmed__seed-0__4f5cb204,research_2026_05_22_gated_appnp_fast,gated_appnp_net,pubmed,node_classification,accuracy,0,3,0.49000000953674316,0.5240000486373901,0.4165575449587777,147459,cuda,46f3954891a4714fd29028c43b70d24bddd37580,4f5cb204,9aa6fc4d,completed
2026-05-22_17-16-06__gated_appnp_net__pubmed__seed-0__a51b29f6,research_2026_05_22_gated_appnp_fast,gated_appnp_net,pubmed,node_classification,accuracy,0,50,0.7240000367164612,0.7350000143051147,1.45002981799189,147459,cuda,46f3954891a4714fd29028c43b70d24bddd37580,a51b29f6,e91b8b79,completed
2026-05-22_17-16-07__gated_appnp_net__pubmed__seed-0__c94677b9,research_2026_05_22_gated_appnp_fast,gated_appnp_net,pubmed,node_classification,accuracy,0,47,0.7080000042915344,0.7240000367164612,1.8914428019779734,147459,cuda,46f3954891a4714fd29028c43b70d24bddd37580,c94677b9,8a27d944,completed
2026-05-22_17-16-10__gated_appnp_net__pubmed__seed-0__d8a02101,research_2026_05_22_gated_appnp_fast,gated_appnp_net,pubmed,node_classification,accuracy,0,4,0.41600000858306885,0.40700000524520874,0.6610812289873138,147459,cuda,46f3954891a4714fd29028c43b70d24bddd37580,d8a02101,f304ce0a,completed
